Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,473,0,0,73.621877,0,70.284271,53.384776,40.727922,8.656854,6.828427,5.414214,3.828427,2.000000,2.000000
2,509,0,509,76.372183,3,88.183766,84.083261,78.597980,15.071068,6.828427,4.000000,3.000000,2.000000,2.000000,2.000000,2.000000
3,194,0,0,47.149509,0,37.556349,29.556349,11.414214,5.414214,4.000000,2.000000,2.000000,2.000000,2.000000
4,584,1,584,81.805544,1,95.254834,29.899495,25.970563,7.828427,5.414214,5.414214,4.828427,4.414214,4.414214,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000
5,574,1,574,81.102130,1,230.752309,47.941125,22.656854,12.242641,11.656854,5.414214,3.828427,3.414214,2.828427,2.000000
6,92,0,0,32.469098,1,49.455844,12.242641,11.656854,3.414214,3.414214,3.000000,2.000000
7,583,1,583,81.735475,0,47.798990,35.142136,25.727922,20.071068,10.242641,8.000000,7.242641,5.414214,4.828427,4.414214,3.828427,2.828427,2.000000,2.000000,2.000000
8,990,1,988,106.510865,0,86.012193,84.941125,45.870058,39.798990,30.556349,9.828427,7.828427,7.414214,5.828427,4.000000,3.414214,3.000000,2.000000,2.000000,2.000000
9,468,0,0,73.231721,2,194.953319,182.267027,30.142136,29.970563,26.142136,8.242641,5.828427,4.414214,3.000000,2.414214,2.000000,2.000000
10,365,0,0,64.672961,1,90.396970,22.656854,21.313708,13.899495,7.656854,3.000000
11,638,1,638,85.504044,1,99.568542,84.325902,72.254834,55.041631,44.213203,9.242641,5.242641,5.242641,3.828427,2.828427,2.828427
12,601,1,601,82.987666,1,109.840620,49.970563,37.041631,27.142136,24.313708,8.242641,8.242641,6.828427,5.000000,4.828427,4.414214,4.242641,2.000000
