Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,629,1,605,84.898817,1,229.551299,38.798990,26.142136,5.242641,3.828427,3.828427,2.000000
2,761,1,555,93.383176,0,19.899495,12.656854,10.656854,10.656854,8.828427,6.242641,4.414214,4.000000,3.414214,3.414214,2.828427,2.414214,2.000000,2.000000,2.000000
3,305,0,0,59.118885,2,77.012193,60.627417,50.526912,34.384776,5.414214,4.000000,2.000000
4,108,0,0,35.179381,0,3.414214,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000
5,380,0,0,65.988478,2,83.497475,80.497475,42.798990,18.656854,5.414214,5.242641,4.828427,4.414214,4.242641,3.414214,2.828427,2.000000,2.000000
6,275,0,0,56.136155,1,137.338095,38.798990,32.798990,12.485281,11.656854,9.414214,7.414214,5.242641,4.414214,2.414214,2.000000,2.000000
7,516,1,433,76.895542,1,159.610173,72.526912,5.828427,4.828427,4.828427,4.414214,3.414214,2.828427,2.000000,2.000000
8,496,1,418,75.390592,1,83.497475,10.828427,7.828427,7.414214,6.000000,5.242641,4.828427,4.242641,3.414214,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
9,166,0,0,43.614446,2,208.722871,59.183766,12.071068,12.071068,5.242641
10,258,0,0,54.373359,1,79.840620,28.313708,13.656854,5.414214,3.828427,3.000000,2.414214,2.000000,2.000000,2.000000
11,823,1,813,97.112745,0,91.911688,32.213203,27.485281,23.071068,16.071068,5.828427,5.414214,4.414214,4.242641,3.414214,3.000000,2.000000,2.000000,2.000000,2.000000
12,561,1,536,80.178466,1,103.497475,34.142136,27.485281,17.071068,8.828427,4.828427,3.414214,3.000000,2.000000
13,442,1,378,71.168440,0,39.384776,35.213203,30.556349,21.899495,15.071068,12.656854,3.414214,2.000000
14,409,0,0,68.460169,0,53.727922,38.384776,18.313708,8.242641,7.000000,6.828427,6.414214,5.414214,2.000000
15,363,0,0,64.495532,2,85.669048,69.597980,38.798990,25.727922,18.485281,3.000000,2.000000
16,92,0,0,32.469098,0,14.071068,2.000000
17,238,0,0,52.223358,2,132.053824,69.355339,27.556349,16.656854,9.414214,6.828427,2.828427
18,490,1,415,74.933213,1,76.426407,40.798990,14.071068,13.071068,12.656854,11.071068,9.071068,7.828427,5.828427,5.414214,3.828427,3.414214,3.414214,3.000000,2.828427,2.828427,2.828427,2.000000,2.000000,2.000000,2.000000
19,81,0,0,30.466238,1,61.455844,15.828427,11.828427,7.656854,3.828427,2.828427,2.828427
20,584,1,570,81.805544,0,25.071068,9.242641,5.414214,5.414214,4.828427,4.414214,3.000000,2.000000,2.000000,2.000000,2.000000
21,120,0,0,37.082323,0,14.899495,10.899495,10.485281,10.071068,5.000000,4.000000,3.828427,2.000000
22,143,0,0,40.480357,0,11.828427,9.242641,7.828427,5.828427,2.000000,2.000000,2.000000,2.000000
23,199,0,0,47.753241,2,111.325902,82.112698,33.798990,19.313708,7.828427,7.242641,4.414214,2.000000
24,452,1,421,71.969010,0,19.656854,18.485281,3.828427,3.414214,2.000000
25,120,0,0,37.082323,0,20.727922,15.899495,7.656854,2.414214,2.000000
26,495,1,419,75.314555,0,40.556349,36.142136,7.414214,5.414214,3.000000,2.414214,2.000000,2.000000,2.000000
27,227,0,0,51.002239,0,3.000000,3.000000,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000
28,168,0,0,43.876397,0,33.798990,18.071068,6.828427,2.414214
29,148,0,0,41.181975,1,112.225397,21.899495,14.485281,5.828427,4.242641,3.414214,3.000000,3.000000,2.000000,2.000000,2.000000
30,510,0,0,76.447168,0,48.455844,39.313708,16.071068,8.414214,7.828427,6.414214,3.414214,2.000000,2.000000,2.000000
31,141,0,0,40.196281,2,185.066017,45.556349,36.727922,6.656854,3.414214
32,297,0,0,58.338403,0,45.556349,33.313708,8.828427,7.414214,6.000000,4.828427,2.000000,2.000000
33,327,1,327,61.213920,1,63.526912,10.828427,5.414214,3.000000,3.000000,2.000000,2.000000
34,223,0,0,50.550883,2,200.296465,114.911688,39.142136,24.485281,6.656854,6.414214,3.414214,2.000000
35,491,1,487,75.009636,0,46.627417,31.556349,31.213203,24.071068,4.414214,4.414214,3.414214,3.000000,2.000000,2.000000,2.000000
