Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,174,0,0,44.653030,0,6.414214,4.414214,2.000000
2,100,0,0,33.851375,0,30.142136,24.727922,7.828427,5.414214,4.000000,3.414214,3.000000,2.000000,2.000000,2.000000
3,731,1,652,91.524002,2,303.592929,113.083261,49.727922,29.071068,21.485281,7.414214,6.828427,6.828427,5.414214,5.414214,4.414214,4.000000,2.000000,2.000000,2.000000
4,674,1,517,87.883281,1,99.941125,49.455844,31.556349,30.142136,8.242641,6.828427,5.656854,4.414214,2.414214,2.414214,2.000000
5,172,0,0,44.395662,1,91.811183,16.071068,14.071068,7.242641,7.242641,7.000000,4.828427,3.414214,2.000000
6,548,1,502,79.244037,0,43.556349,25.313708,24.899495,23.727922,21.313708,8.828427,3.414214,2.414214,2.000000
7,517,1,512,76.970018,3,112.225397,104.740115,90.840620,70.769553,33.556349,6.414214,3.414214
8,533,1,533,78.151968,2,179.651804,108.355339,47.627417,7.828427,6.414214
9,81,0,0,30.466238,0,15.656854,10.242641,3.000000,2.000000,2.000000,2.000000
10,404,0,0,68.040422,0,11.071068,8.828427,7.828427,6.828427,4.828427,3.000000,2.000000,2.000000,2.000000
11,228,0,0,51.114455,0,32.970563,18.727922,12.242641,9.656854,7.828427,2.414214,2.000000
12,81,0,0,30.466238,1,33.970563,12.071068,9.656854,5.000000,4.828427,4.828427,2.828427,2.000000
13,125,0,0,37.846988,1,236.279221,3.000000,2.000000
14,461,0,461,72.681985,1,333.119841,13.656854,7.414214,3.000000,3.000000,2.414214,2.000000,2.000000,2.000000
15,595,1,594,82.572379,0,65.627417,53.870058,34.556349,31.727922,23.142136,4.828427,4.414214,4.414214,4.414214,4.414214,3.414214,2.414214,2.000000,2.000000,2.000000
16,459,0,459,72.524152,1,87.083261,32.556349,10.485281,4.414214,3.828427
