Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,81,0,0,30.466238,0,13.828427,9.656854,3.414214,2.000000,2.000000
2,919,1,779,102.620487,2,231.592929,160.024387,100.568542,55.870058,26.313708,25.485281,12.071068,9.071068,6.414214,6.414214,5.828427,4.414214,3.828427,3.828427,3.414214,2.828427,2.000000,2.000000,2.000000,2.000000,2.000000
3,419,0,0,69.292037,0,17.899495,5.414214,3.000000,2.000000,2.000000
4,92,0,0,32.469098,0,19.970563,12.828427,9.414214,3.414214,2.000000,2.000000
5,483,0,483,74.396050,1,90.911688,55.526912,20.899495,9.242641,8.828427,6.828427,4.828427,4.000000,3.414214,3.414214,3.000000,2.828427,2.000000,2.000000,2.000000,2.000000
6,221,0,0,50.323687,2,224.693434,63.526912,31.970563,8.242641,7.414214,5.828427,3.000000,3.000000,2.000000,2.000000,2.000000
7,442,0,0,71.168440,0,58.284271,32.142136,16.071068,5.242641,3.414214,3.414214,3.000000,3.000000,2.828427,2.000000,2.000000,2.000000,2.000000
8,169,0,0,44.006788,0,9.656854,3.000000,3.000000,2.000000,2.000000,2.000000
9,637,1,598,85.437008,1,120.911688,77.041631,6.414214,4.828427,4.828427,3.000000,2.828427,2.828427,2.000000
10,663,1,663,87.163182,0,47.455844,41.627417,7.242641,6.414214,6.242641,5.414214,5.000000,2.000000
11,1582,1,1522,134.641690,0,129.953319,18.727922,17.313708,9.828427,7.414214,4.242641,3.414214,3.414214,3.000000,2.828427,2.000000,2.000000,2.000000
12,81,0,0,30.466238,0,8.828427,4.000000,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000
13,282,0,0,56.846125,0,41.627417,34.384776,4.414214,3.414214,3.000000,2.000000,2.000000,2.000000
14,896,1,838,101.328198,0,60.384776,31.142136,15.899495,8.828427,6.828427,6.242641,5.242641,4.414214,3.828427,3.000000,2.828427,2.000000,2.000000,2.000000
15,550,1,550,79.388511,0,18.656854,17.313708,9.242641,7.828427,6.414214,6.242641,4.828427,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000
16,496,0,0,75.390592,0,72.426407,50.798990,36.313708,14.656854,12.242641,5.828427,5.414214,5.414214,3.000000,2.000000,2.000000,2.000000
17,152,0,0,41.734778,0,28.242641,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000
18,403,0,0,67.956161,1,114.154329,23.899495,10.656854,9.656854,6.414214,4.414214,2.000000,2.000000,2.000000
19,471,0,0,73.466063,0,7.828427,4.000000,3.000000,2.000000,2.000000,2.000000
