Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,590,1,509,82.224704,0,55.556349,52.698485,40.798990,36.627417,28.727922,9.242641,7.414214,3.414214,2.000000
2,231,0,0,51.449636,1,233.923882,45.556349,24.899495,6.828427,5.242641,3.414214,3.414214,3.414214,2.000000,2.000000,2.000000,2.000000
3,565,1,507,80.463800,1,135.124892,55.041631,35.970563,15.828427,6.828427,6.242641,5.242641,5.242641,4.000000,3.414214,3.000000,2.414214,2.000000,2.000000,2.000000
4,364,0,0,64.584307,0,18.656854,8.656854,7.828427,5.414214,4.828427,3.000000,2.828427,2.000000,2.000000,2.000000
5,406,0,0,68.208631,0,19.556349,9.414214,4.828427,2.828427
6,479,1,479,74.087352,0,34.798990,34.455844,12.485281,10.656854,8.242641,5.414214,4.242641,3.000000,3.000000,2.828427,2.414214,2.000000,2.000000,2.000000
7,203,0,0,48.230785,0,16.899495,14.485281,11.071068,9.828427,2.414214,2.000000,2.000000
8,315,0,0,60.080231,1,67.183766,55.455844,28.384776,21.242641,14.828427,12.071068,7.242641
9,291,0,0,57.746120,1,124.296465,16.071068,6.242641,5.828427,4.414214,3.414214,3.414214,2.414214,2.000000,2.000000,2.000000,2.000000
10,452,0,452,71.969010,0,50.627417,22.727922,8.242641,3.414214,3.000000,2.000000
11,303,0,0,58.924734,1,86.669048,33.041631,7.242641,5.828427,5.414214,3.828427,3.828427,3.414214,2.000000,2.000000
12,81,0,0,30.466238,0,5.414214,3.000000,2.000000,2.000000
13,741,1,578,92.147895,0,42.870058,39.556349,26.899495,25.142136,15.071068,12.071068,10.656854,7.414214,6.414214,5.414214,5.414214,4.414214,4.414214,3.828427,3.828427,3.414214,3.000000,2.414214,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
14,753,1,535,92.891035,1,123.882251,43.798990,31.485281,21.142136,20.485281,13.485281,6.242641,5.414214,4.828427,4.828427,3.828427,3.000000,2.000000,2.000000,2.000000,2.000000
15,241,0,0,52.551466,1,103.639610,28.556349,16.727922,9.071068,8.656854,4.828427,4.414214,2.828427,2.414214
16,502,1,474,75.845213,3,95.083261,86.669048,76.769553,19.142136,8.242641,7.242641,6.242641,4.828427,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
17,589,1,574,82.154993,1,120.982756,33.727922,30.970563,28.727922,6.828427,6.414214,5.242641,5.000000,3.828427,3.000000,3.000000,2.000000,2.000000,2.000000
18,910,1,910,102.116756,0,56.698485,45.455844,32.727922,22.313708,9.656854,7.242641,4.828427,3.414214,3.000000,3.000000,2.828427,2.414214,2.000000,2.000000,2.000000
19,232,0,0,51.560878,2,170.367532,52.455844,20.656854,18.485281,4.828427,2.000000
20,1004,1,974,107.261328,3,204.752309,176.267027,173.953319,57.798990,32.213203,13.071068,7.242641,5.000000,4.828427
21,430,0,430,70.195705,1,73.597980,19.313708,18.656854,14.242641,12.071068,7.242641,4.414214,3.828427,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
22,316,0,0,60.175520,1,72.355339,49.041631,19.899495,18.828427,7.414214,4.414214,4.414214,4.414214,4.414214,2.414214,2.414214,2.000000,2.000000,2.000000
23,705,1,690,89.881616,0,30.556349,22.071068,19.727922,9.071068,7.414214,6.828427,6.242641,6.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
24,707,0,0,90.009017,1,101.154329,54.284271,7.828427,6.828427,4.828427,4.828427,3.000000,3.000000,3.000000,2.414214,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
25,431,0,0,70.277281,2,146.710678,76.497475,65.384776,16.485281,12.656854,6.828427,5.414214,3.828427,2.828427
26,700,1,700,89.562320,2,146.781746,123.497475,17.485281,12.414214,11.242641,9.071068,8.414214,3.414214,3.000000,2.000000,2.000000,2.000000
27,383,0,0,66.248447,1,247.036580,58.698485,57.213203,19.313708,12.485281,7.414214,5.000000
28,405,0,0,68.124578,1,75.083261,27.313708,27.142136,23.142136,19.727922,14.071068,11.071068,7.828427,7.242641,7.242641,2.000000
29,692,1,679,89.049064,0,87.254834,67.941125,55.597980,41.455844,40.556349,21.485281,9.414214,4.000000,3.828427,3.000000,2.000000
30,433,0,433,70.440148,1,177.639610,58.112698,17.656854,5.242641,5.000000,4.000000,2.000000
31,92,0,0,32.469098,0,16.485281,12.071068,4.414214,2.000000,2.000000
32,411,0,0,68.627349,0,7.828427,6.828427,4.414214,3.000000,3.000000,2.000000,2.000000
33,408,0,0,68.376426,1,212.036580,27.556349,15.485281,15.071068,9.242641,8.656854,8.242641,7.414214,7.242641,5.242641,4.414214,2.000000,2.000000,2.000000
34,179,0,0,45.290053,2,74.355339,74.041631,20.899495,7.656854,7.414214,7.071068,5.242641,4.414214,3.414214,2.000000,2.000000
35,834,1,814,97.759583,0,42.284271,20.899495,18.313708,6.828427,5.828427,5.414214,4.828427,4.414214,3.414214,2.828427,2.828427,2.000000,2.000000,2.000000,2.000000
36,525,0,0,77.563244,1,97.426407,72.426407,33.142136,27.313708,16.899495,14.485281,7.242641,5.828427,3.414214,2.828427,2.828427,2.414214,2.000000
37,519,0,0,77.118752,0,61.941125,49.041631,31.727922,31.142136,6.828427,6.828427,4.828427,4.414214,4.414214,4.000000,3.828427,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000
38,81,0,0,30.466238,0,12.656854,4.000000,3.000000,2.000000,2.000000,2.000000
39,106,0,0,34.852124,1,139.095454,12.242641,10.656854,6.000000,3.828427,2.414214,2.000000
40,429,0,429,70.114035,2,97.911688,76.426407,43.213203,29.627417,10.656854,10.242641,6.828427,4.414214,3.414214,2.414214,2.000000
41,224,0,0,50.664099,4,148.468037,67.870058,67.769553,52.355339,36.556349,5.828427,4.828427,3.414214,2.000000
42,188,0,0,46.414667,0,10.242641,10.242641,4.828427,4.414214,4.414214,3.000000,2.000000,2.000000,2.000000,2.000000
43,311,0,0,59.697550,1,80.183766,59.284271,39.142136,27.485281,16.828427,9.242641,5.828427,5.414214,5.414214,4.414214,3.414214,2.000000,2.000000
44,312,0,0,59.793450,1,177.580736,57.455844,23.313708,20.485281,16.485281,14.071068,5.242641
45,356,0,0,63.870647,1,96.254834,10.071068,9.242641,5.414214,5.414214,3.000000,2.000000
46,226,0,0,50.889775,0,50.455844,40.798990,23.899495,7.828427,6.828427,6.414214,4.414214,2.000000
47,447,0,0,71.569845,2,82.840620,71.870058,56.526912,18.899495,6.828427,3.828427
48,151,0,0,41.597266,0,41.213203,19.899495,9.656854,7.414214,3.414214,2.828427
49,129,0,0,38.447771,0,15.656854,12.485281,9.485281,5.242641
50,136,0,0,39.477148,0,31.142136,15.071068,9.828427,5.242641,4.414214,3.414214,2.000000,2.000000
51,469,1,469,73.309918,1,88.455844,13.485281,9.828427,4.000000,4.000000,2.000000,2.000000
52,26,0,0,17.260882,2,88.455844,30.213203
