Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,148,0,0,41.181975,1,155.325902,31.384776,19.485281,7.656854,6.242641
2,141,0,0,40.196281,0,15.071068,13.899495,13.242641,6.828427,5.828427,2.000000
3,1100,1,806,112.272310,0,95.840620,62.112698,12.485281,8.656854,8.242641,7.828427,5.414214,3.828427,3.828427,2.000000,2.000000
4,882,1,545,100.533455,0,70.355339,35.556349,34.556349,20.313708,11.656854,7.828427,7.414214,6.828427,5.414214,4.414214,3.000000,3.000000,3.000000,3.000000,3.000000,2.828427,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
5,978,1,975,105.863376,1,174.438600,32.384776,30.970563,25.899495,18.899495,15.071068,5.414214,5.242641,5.242641,4.828427,4.000000,3.414214,3.000000,2.828427,2.000000,2.000000,2.000000
6,839,1,779,98.052189,1,127.325902,74.355339,27.727922,8.828427,8.242641,6.656854,5.828427,5.828427,5.828427,4.828427,3.828427,3.000000,2.828427,2.414214,2.000000,2.000000
7,621,1,596,84.357192,0,58.455844,51.798990,25.384776,17.071068,15.656854,9.656854,7.828427,5.414214,4.414214,4.242641,3.414214,3.414214,3.000000,2.828427,2.828427,2.828427,2.414214,2.414214,2.000000,2.000000,2.000000,2.000000
8,254,0,0,53.950214,0,49.627417,16.071068,8.828427,8.828427,5.414214,3.000000,2.000000,2.000000,2.000000
9,298,0,0,58.436534,1,161.367532,20.485281,19.899495,9.242641,5.828427
10,276,0,0,56.238128,1,172.267027,47.041631,31.384776,17.656854,9.242641,4.414214,3.414214,3.414214,3.414214,2.414214,2.000000,2.000000
11,2139,3,2015,90.390144,0,64.870058,51.112698,41.384776,24.656854,11.656854,10.242641,8.242641,8.242641,6.828427,6.828427,6.000000,4.414214,4.414214,3.000000,2.000000,2.000000,2.000000
12,358,0,0,64.049807,0,34.970563,32.556349,31.142136,15.656854,6.828427,3.414214,3.000000
13,347,0,0,63.058125,1,101.012193,8.414214,5.242641,4.414214,3.000000,3.000000,2.828427,2.000000,2.000000,2.000000
14,334,0,0,61.865645,1,79.698485,33.556349,29.899495,23.899495,19.071068,15.727922,10.071068,6.828427,3.828427,2.828427,2.414214
15,203,0,0,48.230785,0,14.071068,13.414214,6.242641,5.414214,4.000000,3.000000,3.000000,2.414214,2.000000,2.000000,2.000000,2.000000,2.000000
16,538,1,511,78.517679,1,102.769553,29.142136,25.485281,20.485281,13.242641,6.242641,4.242641,3.414214,2.000000
17,485,1,485,74.549920,1,96.740115,35.727922,9.242641,6.242641,5.414214,4.828427,3.000000,3.000000,2.828427,2.414214,2.000000,2.000000,2.000000,2.000000
18,112,0,0,35.824928,0,34.485281,25.142136,7.828427,3.000000,3.000000,2.414214,2.000000,2.000000,2.000000
