Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,530,0,527,77.931718,0,28.727922,7.656854,3.000000,2.000000
2,910,1,891,102.116756,2,152.296465,139.882251,47.870058,44.213203,43.698485,21.970563,16.656854,6.828427,5.414214,4.414214,2.828427,2.414214,2.000000,2.000000
3,429,0,0,70.114035,0,5.414214,5.414214,3.000000,2.000000,2.000000,2.000000
4,818,1,771,96.817300,2,315.421356,161.509668,10.828427,6.242641,5.828427,4.414214,3.000000,2.000000,2.000000,2.000000
5,528,0,0,77.784538,1,325.906638,18.485281,13.656854,7.656854,5.414214,4.000000,4.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
6,313,0,0,59.889196,0,59.526912,48.284271,15.727922,9.242641,5.242641,3.828427,3.000000,2.414214,2.000000,2.000000
7,130,0,0,38.596506,1,41.455844,33.727922,14.485281,8.828427,3.000000,2.000000
8,383,0,0,66.248447,1,90.639610,53.455844,33.142136,17.485281,11.242641,7.828427,4.000000,3.000000,2.000000,2.000000
9,462,0,0,72.760773,0,6.828427,5.414214,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
10,654,1,654,86.569556,1,290.592929,57.355339,13.656854,13.071068,9.485281,8.414214,4.414214,4.414214,3.414214,2.000000,2.000000
11,391,0,0,66.936761,1,393.617316,57.455844,5.828427,5.414214,4.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
12,117,0,0,36.615861,0,21.727922,3.414214,3.000000,3.000000,2.000000,2.000000
13,680,1,680,88.273586,2,218.852814,110.982756,8.828427,6.242641,5.414214,5.414214,2.828427,2.000000
14,644,1,637,85.905159,1,177.480231,67.213203,52.213203,9.828427,7.000000,6.828427,5.828427,4.828427,3.414214,3.000000,2.000000,2.000000
