Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,96,0,0,33.167438,0,8.656854,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000
2,767,1,430,93.750587,1,107.325902,56.041631,47.384776,37.142136,34.970563,21.727922,14.899495,4.828427,4.000000,3.000000,2.000000,2.000000
3,227,0,0,51.002239,0,41.041631,3.414214,3.000000,2.828427,2.000000
4,145,0,0,40.762453,1,55.870058,10.242641,9.242641,5.414214,4.000000,2.000000,2.000000,2.000000
5,1041,1,815,109.219876,0,80.083261,54.112698,50.798990,28.071068,21.142136,17.485281,15.485281,9.656854,8.656854,7.242641,6.828427,5.828427,5.414214,4.000000,3.828427,3.414214,3.000000,3.000000,2.414214,2.000000,2.000000,2.000000,2.000000,2.000000
6,270,0,0,55.623485,1,60.455844,55.112698,35.798990,27.313708,22.727922,4.828427,4.828427,4.414214,3.828427,3.000000,2.000000,2.000000,2.000000
7,156,0,0,42.280354,2,116.639610,55.798990,10.242641,8.828427,8.414214,4.414214,2.828427
8,108,0,0,35.179381,1,63.526912,16.485281,8.656854,5.414214,5.414214,2.828427,2.000000,2.000000,2.000000
9,344,0,0,62.784947,1,172.066017,47.798990,41.627417,18.071068,16.071068,5.000000,4.414214,2.414214,2.414214
10,340,0,339,62.418851,1,63.769553,9.828427,8.242641,6.828427,5.414214,3.414214,3.000000,2.414214,2.000000,2.000000,2.000000,2.000000
11,392,1,382,67.022303,1,69.384776,29.213203,26.556349,14.656854,9.656854,5.414214,5.000000,4.828427,3.414214,2.000000,2.000000,2.000000
12,441,0,0,71.087888,1,630.724963,49.798990,36.384776,20.142136,5.414214,3.828427,3.414214,3.414214,3.000000,2.414214,2.000000,2.000000
13,718,1,486,90.706526,1,169.367532,28.798990,10.828427,9.242641,8.000000,6.414214,5.828427,5.414214,4.414214,2.000000,2.000000,2.000000,2.000000,2.000000
14,1037,1,635,109.009837,0,104.254834,101.840620,79.941125,52.840620,52.284271,40.970563,6.242641,5.414214,5.414214,5.414214,4.828427,4.414214,3.828427,3.828427,2.000000,2.000000
15,569,1,543,80.748125,0,45.284271,44.313708,40.384776,23.899495,11.656854,7.828427,7.828427,4.828427,2.828427,2.000000,2.000000
16,96,0,0,33.167438,1,50.870058,14.485281,8.828427,3.828427,2.000000
17,520,1,421,77.193012,1,80.083261,25.142136,9.242641,8.828427,5.414214,4.414214,4.000000,3.000000,2.000000,2.000000,2.000000
18,312,0,0,59.793450,2,136.497475,66.183766,49.213203,31.798990,20.899495,6.828427,5.414214,3.414214
19,214,0,0,49.520292,3,90.355339,80.426407,78.012193,13.485281,9.242641,7.828427,4.828427,2.000000
20,294,0,0,58.043017,1,169.367532,15.656854,13.242641,6.828427,3.414214,2.000000
21,291,0,0,57.746120,1,68.012193,34.313708,20.485281,9.656854,7.414214,5.414214,4.828427,2.000000
22,81,0,0,30.466238,2,171.610173,53.284271,9.242641,6.828427,3.000000,3.000000,2.000000,2.000000,2.000000
23,447,1,365,71.569845,3,438.960461,96.941125,85.083261,22.656854,10.071068,6.828427,5.414214,4.414214,3.828427,3.000000,2.828427,2.000000,2.000000,2.000000
24,379,0,0,65.901594,1,67.183766,32.313708,26.485281,23.899495,12.485281,7.828427,5.414214,4.414214,3.828427,3.828427,3.414214,2.828427,2.828427,2.000000,2.000000
25,945,1,911,104.062012,0,67.183766,35.899495,18.656854,15.242641,11.242641,10.656854,10.242641,9.242641,7.828427,4.414214,4.000000,3.414214,3.000000,2.414214,2.000000,2.000000,2.000000
26,355,0,355,63.780878,1,75.183766,30.556349,24.485281,8.242641,6.000000,5.414214,3.000000,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
