Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,629,1,605,84.898817,1,216.308658,38.798990,26.142136,5.242641,3.828427,3.828427,2.000000
2,761,1,555,93.383176,0,19.313708,18.485281,15.071068,10.656854,6.242641,4.414214,4.000000,3.414214,3.000000,2.828427,2.414214,2.000000,2.000000,2.000000
3,305,0,0,59.118885,1,60.627417,50.526912,32.384776,13.656854,5.414214,2.000000,2.000000
4,108,0,0,35.179381,0,3.414214,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000
5,380,0,0,65.988478,2,112.225397,86.325902,43.798990,19.071068,5.414214,5.242641,4.828427,4.414214,4.242641,3.414214,2.828427,2.000000,2.000000
6,275,0,0,56.136155,1,92.710678,39.970563,29.970563,13.485281,10.242641,9.414214,7.414214,5.242641,4.414214,2.000000
7,516,1,433,76.895542,1,157.953319,75.769553,5.828427,4.828427,4.828427,4.414214,3.414214,2.828427,2.000000,2.000000
8,496,1,418,75.390592,1,83.497475,20.556349,10.828427,7.414214,6.000000,5.242641,3.828427,3.414214,3.414214,2.828427,2.000000,2.000000,2.000000,2.000000,2.000000
9,166,0,0,43.614446,2,209.308658,60.355339,12.071068,12.071068,5.242641
10,258,0,0,54.373359,1,83.254834,28.313708,13.656854,3.828427,3.414214,3.000000,2.414214,2.000000,2.000000,2.000000
11,823,1,813,97.112745,0,93.083261,27.485281,25.071068,16.071068,15.899495,10.242641,5.414214,4.242641,3.414214,3.414214,3.000000,2.000000,2.000000,2.000000,2.000000
12,561,1,536,80.178466,0,32.142136,24.899495,24.899495,8.828427,7.828427,4.828427,3.414214,3.000000,2.000000
13,442,1,378,71.168440,0,58.041631,40.798990,30.556349,15.071068,14.656854,12.656854,3.414214,2.000000
14,409,0,0,68.460169,0,54.526912,53.727922,14.899495,8.828427,7.242641,7.000000,6.828427,5.414214,2.000000
15,363,0,0,64.495532,3,77.254834,69.597980,66.284271,18.485281,3.000000,2.000000
16,92,0,0,32.469098,1,59.112698,29.142136
17,238,0,0,52.223358,1,128.468037,46.798990,22.313708,9.414214,6.828427,2.828427
18,490,1,415,74.933213,0,65.112698,52.455844,40.798990,14.071068,13.071068,11.071068,9.071068,5.828427,5.414214,3.828427,3.414214,3.414214,3.000000,2.828427,2.828427,2.828427,2.828427,2.000000,2.000000,2.000000,2.000000
19,81,0,0,30.466238,1,185.781746,28.798990,15.828427,6.828427,4.242641,3.828427,2.828427
20,584,1,570,81.805544,0,25.071068,9.242641,5.414214,5.242641,4.828427,4.414214,4.000000,3.000000,2.000000,2.000000,2.000000
21,120,0,0,37.082323,0,16.899495,13.485281,10.899495,10.071068,5.000000,3.414214
22,143,0,0,40.480357,0,11.828427,9.242641,7.828427,5.828427,2.000000,2.000000,2.000000,2.000000
23,199,0,0,47.753241,2,111.325902,80.698485,32.970563,18.313708,7.828427,4.414214,2.000000
24,452,1,421,71.969010,0,20.485281,18.485281,3.828427,3.414214,2.000000
25,120,0,0,37.082323,0,20.727922,17.485281,7.656854,2.414214,2.000000
26,495,1,419,75.314555,0,40.556349,18.071068,11.828427,5.414214,4.414214,3.000000,2.000000,2.000000,2.000000
27,227,0,0,51.002239,0,3.828427,3.000000,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
28,168,0,0,43.876397,0,26.970563,17.485281,6.828427,2.414214
29,148,0,0,41.181975,2,53.112698,49.284271,20.899495,7.656854,4.242641,3.414214,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
30,510,0,0,76.447168,0,50.698485,40.142136,21.727922,11.828427,8.414214,7.828427,6.414214,3.414214,2.000000,2.000000
31,141,0,0,40.196281,2,186.480231,47.213203,36.727922,6.656854,3.414214
32,297,0,0,58.338403,0,47.213203,33.313708,8.828427,6.828427,6.000000,4.828427,4.414214,2.000000,2.000000,2.000000
33,327,1,327,61.213920,1,65.941125,10.828427,5.414214,3.000000,3.000000,2.000000,2.000000
34,223,0,0,50.550883,2,203.367532,115.497475,39.142136,25.071068,6.656854,6.414214,3.414214,2.000000
35,491,1,487,75.009636,0,46.041631,30.041631,28.485281,20.727922,9.828427,8.828427,4.414214,4.414214,3.414214,2.000000
