Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,174,0,0,44.653030,0,16.313708,6.414214,2.000000
2,100,0,0,33.851375,0,28.970563,17.485281,17.485281,7.828427,5.828427,5.414214,3.000000,2.000000,2.000000,2.000000
3,731,1,652,91.524002,1,304.107648,60.041631,49.970563,30.485281,20.485281,9.242641,7.414214,6.828427,5.414214,5.414214,4.828427,4.414214,2.000000,2.000000,2.000000
4,674,1,517,87.883281,1,97.941125,82.355339,49.455844,12.485281,8.242641,6.828427,5.656854,4.414214,2.414214,2.414214,2.000000
5,172,0,0,44.395662,1,92.396970,15.071068,14.071068,7.242641,7.242641,7.000000,4.828427,3.414214,2.000000
6,548,1,502,79.244037,0,71.526912,23.142136,18.485281,14.656854,8.828427,4.828427,3.414214,2.414214,2.000000
7,517,1,512,76.970018,2,119.639610,109.568542,41.627417,21.071068,13.242641,6.414214,3.414214
8,533,1,533,78.151968,2,349.918831,106.698485,46.213203,7.828427,6.414214
9,81,0,0,30.466238,0,22.970563,11.656854,9.828427,3.000000,2.000000,2.000000
10,404,0,0,68.040422,0,15.071068,12.485281,7.828427,6.242641,4.828427,4.414214,3.000000,2.000000,2.000000,2.000000
11,228,0,0,51.114455,0,35.970563,18.727922,12.242641,9.656854,7.828427,2.414214,2.000000
12,81,0,0,30.466238,1,35.970563,12.071068,10.071068,5.242641,5.000000,4.828427,2.828427,2.000000
13,125,0,0,37.846988,1,234.693434,3.000000,2.000000
14,461,0,461,72.681985,1,331.705627,13.899495,7.414214,3.000000,3.000000,2.414214,2.000000,2.000000,2.000000
15,595,1,594,82.572379,0,65.627417,56.870058,39.526912,35.142136,32.727922,4.414214,4.414214,4.414214,4.414214,3.414214,3.000000,2.414214,2.000000,2.000000
16,459,0,459,72.524152,0,33.798990,31.313708,10.485281,4.414214,3.828427
