Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,81,0,0,30.466238,2,65.526912,32.142136,18.071068,11.313708
2,81,0,0,30.466238,0
3,96,0,0,33.167438,2,99.669048,34.313708,5.414214,5.414214,3.000000,2.000000
